"track_name","track_artist","track_popularity","track_album_name","track_album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"un sueño","r.k.m & ken-y",59,"alex gargolas greatest hits",2013-07-09,0.796,0.589,1,-8.1,1,0.0749,0.274,0.0345,0.421,0.764,95.019,254669
"quiero saber","ivy queen",33,"diva platinum edition",2004-01-01,0.847,0.909,6,-3.696,0,0.0584,0.135,5.83e-06,0.216,0.868,95.013,173533
"tuve un sueno","rkm",42,"the royalty",2008-09-09,0.77,0.732,4,-6.459,0,0.0618,0.269,0.00681,0.101,0.736,87.992,189507
"regalame una noche","j alvarez",59,"el movimiento: the mixtape",2010-11-16,0.717,0.636,6,-6.604,0,0.0356,0.263,0,0.328,0.675,89.978,249827
"descara","yomo",49,"my destiny",2008-11-11,0.864,0.826,8,-5.64,0,0.209,0.251,3.85e-05,0.465,0.617,90.031,288288
"web cam","farruko",0,"the ones",2015-08-28,0.746,0.705,7,-7.085,1,0.0504,0.21,0,0.383,0.542,80.989,206639
"dembow","wisin & yandel",58,"mi vida…my life",NA,0.735,0.809,0,-4.238,0,0.119,0.29,0,0.124,0.875,93.126,178040
"hoy (feat. daddy yankee, j-alvarez & jory)","farruko",53,"hoy (feat. daddy yankee, j-alvarez & jory)",2011-05-11,0.744,0.837,9,-5.082,0,0.0703,0.336,0,0.229,0.706,92.04,293773
"pegao","wisin & yandel",56,"wisin y yandel presentan: los vaqueros",2006-01-01,0.792,0.816,3,-4.751,1,0.254,0.51,0,0.356,0.809,96.038,232493
"sola","héctor ""el father""",52,"the bad boy",2006-01-01,0.759,0.654,10,-7.553,0,0.181,0.3,0,0.648,0.486,89.99,173507
"no quiere novio","Ñejo",47,"music from the motion picture ""feel the noise""",NA,0.87,0.614,6,-9.892,0,0.259,0.446,0.00035,0.0911,0.804,95.016,196480
"cójela que va sin jockey","luny tunes",55,"mas flow, vol. 1",2003-08-26,0.834,0.826,0,-7.036,1,0.067,0.127,6.33e-06,0.0924,0.6,95.016,183947
"porque me tratas así?","wisin & yandel",55,"wisin vs yandel ""los extraterrestres""",2007-01-01,0.787,0.559,0,-7.274,1,0.046,0.15,0,0.0936,0.52,94.021,243560
"sexo seguro","franco ""el gorilla""",0,"welcome to the jungle",2009-01-01,0.748,0.887,4,-6.23,0,0.0905,0.0853,0,0.108,0.585,97.015,218507
"yo voy a legar (feat. zion)","dj nelson",34,"mi historia",2016-04-01,0.734,0.907,6,-4.433,0,0.0474,0.112,1.62e-05,0.227,0.57,94.965,239223
"matador - official remix","nova y jory",42,"matador (official remix)",2010-05-31,0.679,0.632,11,-9.038,0,0.158,0.0203,0,0.15,0.73,178.026,272823
"no me dejes solo","daddy yankee",63,"barrio fino (bonus track version)",2004-07-13,0.79,0.837,4,-5.797,1,0.0609,0.0755,5.39e-05,0.0729,0.798,95.968,170240
"de fuga","baby ranks",13,"mi flow ""this is it""",2008-08-19,0.723,0.823,8,-3.825,1,0.0343,0.0894,0,0.123,0.51,94.014,198333
"pa bajarte el calentamiento","jadiel el incomparable",50,"lo mejor de mi",2016-11-21,0.796,0.757,5,-5.799,0,0.157,0.31,0,0.297,0.611,95.991,218410
"caile","tito ""el bambino""",52,"top of the line",2006-01-01,0.896,0.789,1,-4.945,1,0.0674,0.0856,1.61e-06,0.276,0.694,97.008,191147
"si la ves (feat. cruzito)","r.k.m & ken-y",43,"masterpiece: nuestra obra maestra",2016-11-04,0.727,0.579,8,-7.87,0,0.0561,0.392,0,0.249,0.612,94.02,225453
"te siento","wisin & yandel",56,"la revolución - evolution (international version)",2009-01-01,0.711,0.86,8,-3.507,1,0.0414,0.0153,0,0.383,0.404,109.946,259067
"cae la noche","luny tunes",51,"mas flow, vol. 1",2003-08-26,0.737,0.646,6,-7.854,1,0.315,0.196,0,0.0882,0.651,93.85,178934
"flow violento","arcangel",0,"flow violento vol.1",2019-04-11,0.792,0.841,9,-6.76,1,0.184,0.266,0,0.237,0.925,80.018,186619
"tu quieres duro","héctor ""el father""",35,"la misión 4",NA,0.804,0.869,11,-5.766,1,0.054,0.265,2.42e-06,0.287,0.102,95,215947
"frikitona","plan b",34,"el documental ii",2006-01-01,0.949,0.872,5,-3.755,1,0.16,0.319,0,0.385,0.857,120.096,183066
"aprovecha (feat. daddy yankee)","nova y jory",58,"mucha calidad",2011-07-12,0.624,0.772,7,-4.687,0,0.165,0.178,0,0.11,0.589,172.014,222240
"pegaito a la pared (feat. plan b) - remix","tego calderon",54,"pegaito a la pared ""the remixes""",2009-02-03,0.714,0.421,2,-7.277,1,0.516,0.0169,1.51e-05,0.117,0.307,107.964,282133
"nada va pasar","yaga & mackie",54,"los mackieavelikos'",2015-10-25,0.745,0.744,5,-8.23,1,0.0837,0.0266,1.84e-05,0.0959,0.849,96.026,244663
"hola bebe","héctor ""el father""",51,"the bad boy (the most wanted edition)",2007-01-01,0.741,0.735,3,-8.158,0,0.1,0.516,0,0.861,0.609,96.007,227853
"dale caliente","daddy yankee",59,"barrio fino (bonus track version)",2004-07-13,0.831,0.742,3,-6.736,0,0.153,0.0649,0,0.0744,0.712,95.995,195800
"nuestro amor es asi","magnate",0,"progresivo",2007-01-01,0.694,0.804,10,-5.127,1,0.0599,0.505,0,0.215,0.585,94.931,177680
"métele sazón","luny tunes",58,"mas flow, vol. 1",2003-08-26,0.847,0.663,2,-8,0,0.0533,0.526,0.00148,0.0736,0.914,95.041,242574
"enamorado de ti","arcangel",48,"el fenomeno",2008-12-09,0.69,0.953,8,-5.554,1,0.0522,0.00329,0.107,0.187,0.344,135.027,233840
"dale don dale","don omar",3,"obsesión latina",2014-02-14,0.825,0.852,6,-6.471,0,0.0789,0.0282,0.000264,0.13,0.813,95.028,214354
"baila morena - original reggaeton mix","hector & tito",31,"baila morena (reggaeton mix)",NA,0.783,0.824,0,-4.973,1,0.123,0.214,0,0.102,0.726,93.998,187080
"al desnudo","erre xi",38,"luny tunes presents erre xi",2008-01-01,0.801,0.896,7,-4.448,0,0.105,0.057,0,0.26,0.696,100.006,188547
"la vida es así","ivy queen",56,"drama queen (deluxe version)",2010-01-01,0.705,0.8,5,-8.332,1,0.123,0.0474,1.5e-06,0.448,0.48,156.109,192307
"dos palgas","jowell & randy",46,"casa de leones",2007-06-19,0.789,0.815,11,-7.991,0,0.0516,0.181,0.121,0.145,0.763,95.009,203667
"bandida","zion & lennox",56,"motivando a la yal",2004-05-04,0.807,0.781,1,-6.028,1,0.158,0.0784,0,0.105,0.536,95.009,192000
"tengo tantas ganas de ti","arcangel",0,"flow violento vol.1",2019-04-11,0.862,0.593,6,-5.763,0,0.0498,0.0372,0.000527,0.752,0.511,112.004,172460
"let's go to my crib","voltio",45,"reggaeton rulers: los que ponen",2006-01-01,0.753,0.65,10,-9.548,0,0.0471,0.0116,3.09e-06,0.109,0.639,93.999,219133
"créeme","karol g",73,"ocean",2019-05-03,0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,214293
"hp","maluma",83,"11:11",2019-05-17,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436
"vaina loca","ozuna",79,"aura",2018-08-24,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,176133
"reggaetón lento (bailemos)","cnco",74,"primera cita",2016-08-26,0.761,0.838,4,-3.073,0,0.0502,0.4,0,0.176,0.71,93.974,222560
"si tú la ves (feat. wisin)","nicky jam",68,"fénix",2017-01-20,0.685,0.731,5,-5.119,0,0.093,0.204,0,0.0722,0.786,177.912,221027
"báilame - remix","nacho",69,"la criatura",2018-05-11,0.646,0.865,6,-4.215,1,0.0983,0.269,4.16e-06,0.11,0.762,191.954,217093
"culpables","karol g",65,"ocean",2019-05-03,0.728,0.812,8,-3.017,0,0.0833,0.287,2.9e-06,0.13,0.418,130.029,228960
"el baÑo (feat. bad bunny)","enrique iglesias",68,"el baÑo (feat. bad bunny)",2018-01-12,0.719,0.842,6,-3.562,0,0.0383,0.132,0,0.105,0.534,90.017,228139
"picky","joey montana",64,"picky back to the roots",2016-09-09,0.783,0.748,8,-4.683,1,0.0892,0.147,0,0.173,0.806,93.222,182747
"bella y sensual","romeo santos",73,"golden",2017-07-21,0.635,0.713,11,-6.909,1,0.0937,0.228,0,0.0506,0.749,179.864,204701
"despacito - remix","luis fonsi",76,"despacito feat. justin bieber (remix)",2017-04-17,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.086,228827
"me niego (feat. ozuna & wisin)","reik",18,"me niego (feat. ozuna & wisin)",2018-02-16,0.777,0.779,0,-4.449,0,0.0972,0.0543,0,0.636,0.768,94.023,221653
"que va","alex sensation",70,"que va",2017-08-04,0.766,0.827,0,-3.332,1,0.0538,0.148,0,0.0518,0.831,91.03,238160
"otro trago","sech",84,"sueños",2019-04-19,0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933
"baila baila baila","ozuna",65,"baila baila baila",2019-01-05,0.816,0.754,11,-2.75,0,0.111,0.0361,0,0.217,0.533,99.966,158400
"pa mí - remix","dalex",84,"climaxxx",2019-05-10,0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960
"amigos con derechos","reik",79,"ahora",2019-05-31,0.678,0.806,1,-3.334,1,0.0648,0.0464,0,0.0673,0.614,183.984,227480
"llegaste tú","cnco",69,"llegaste tú",2018-10-26,0.702,0.914,7,-2.934,0,0.0376,0.153,0,0.0625,0.563,96.991,190916
"detente","mike bahía",4,"detente",2019-11-15,0.736,0.588,7,-4.619,1,0.345,0.274,0,0.105,0.364,171.954,181845
"cariño mío","chyno miranda",63,"cariño mío",2019-07-26,0.864,0.751,1,-4.502,0,0.14,0.0604,0,0.0817,0.867,112.008,197107
"enseñame a soñar - original mix","dj goozo",65,"enseñame a soñar",2019-07-19,0.979,0.923,3,-4.101,1,0.0759,0.0364,0.157,0.0735,0.253,128.029,240019
"mona lisa","nacho",66,"mona lisa",2019-05-31,0.816,0.777,8,-4.405,1,0.0559,0.238,4.08e-06,0.0642,0.705,94.996,185387
"de tranquilote","danny romero",74,"de tranquilote",2019-06-28,0.682,0.669,2,-7.15,1,0.0951,0.105,0,0.071,0.889,79.929,177208
"cuando te besé","becky g",76,"cuando te besé",2018-08-02,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383
"sola (remix) [feat. daddy yankee, wisin, farruko, zion & lennox]","anuel aa",74,"sola (remix) [feat. daddy yankee, wisin, farruko, zion & lennox]",2016-12-02,0.639,0.869,11,-4.024,1,0.147,0.27,0,0.0802,0.767,169.801,307910
"a ella","karol g",57,"a ella",2017-05-05,0.73,0.769,2,-4.936,1,0.178,0.244,2.06e-05,0.136,0.594,181.931,198720
"ppp","kevin roldan",72,"ppp",2018-09-07,0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040
"bella","wolfine",71,"bella",2017-12-29,0.909,0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,197120
"asesina - original mix","brytiago",67,"asesina",2018-05-01,0.835,0.703,10,-4.177,0,0.231,0.56,0,0.144,0.502,94.211,187255
"se preparó","ozuna",75,"odisea",2017-08-25,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080
"ponle","rvssian",73,"ponle",2018-09-06,0.857,0.772,10,-4.736,0,0.194,0.187,0.00181,0.0851,0.589,94.028,164765
"solo","amenazzy",68,"solo",2017-09-19,0.637,0.513,11,-6.846,0,0.283,0.3,0.000571,0.0981,0.27,196.088,231909
"la rompe corazones","daddy yankee",72,"la rompe corazones",2017-01-13,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018,204520
"bonita","j balvin",74,"bonita",2017-06-02,0.775,0.867,5,-1.582,0,0.0414,0.0132,0.00684,0.278,0.869,96.038,265747
"me llamas","piso 21",53,"ubuntu",2018-05-11,0.776,0.735,7,-5.34,0,0.0502,0.139,0,0.0693,0.663,93.017,188472
"quiero repetir","ozuna",71,"odisea",2017-08-25,0.608,0.753,0,-4.748,0,0.368,0.103,0,0.0996,0.482,97.626,200987
"vente pa' ca","ricky martin",73,"vente pa' ca",2016-09-23,0.663,0.92,11,-4.07,0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,259196
"mamita","cnco",66,"cnco",2018-04-06,0.803,0.705,10,-5.316,1,0.0624,0.107,3.6e-06,0.147,0.49,90.995,174200
"sigo extrañándote","j balvin",6,"energía",2016-06-24,0.889,0.853,9,-4.26,1,0.241,0.154,0.000107,0.205,0.922,93.022,201280
"fanática sensual","plan b",62,"love and sex",2014-08-25,0.793,0.853,1,-3.655,1,0.0477,0.0937,0,0.085,0.906,164.022,240320
"el clavo","prince royce",63,"el clavo",2018-03-16,0.827,0.78,11,-3.315,0,0.133,0.0435,0,0.133,0.658,80.015,172749
"me niegas","baby rasta & gringo",64,"los cotizados",2015-08-21,0.679,0.713,8,-6.625,1,0.0499,0.0226,0.17,0.239,0.882,173.995,201947
"imposible","luis fonsi",74,"imposible",2018-10-19,0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880
"la pregunta","j alvarez",2,"otro nivel de musica",2011-09-20,0.74,0.65,8,-5.849,0,0.136,0.0585,0,0.0793,0.808,172.081,269240
"como antes (feat. wisin)","yandel",67,"#update",2017-09-08,0.813,0.876,1,-4.278,0,0.172,0.182,0,0.394,0.746,94.987,210773
"corazon de seda (feat. ozuna)","klasico",63,"los que gustan",2016-02-12,0.841,0.694,7,-5.114,0,0.0937,0.0759,0,0.102,0.83,90.034,186976
"downtown","anitta",75,"downtown",2017-11-19,0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456
"me reclama","mambo kingz",66,"me reclama",2016-01-23,0.755,0.72,1,-4.215,0,0.0826,0.348,0,0.168,0.713,175.93,187493
"madura (feat. bad bunny)","cosculluela",71,"madura (feat. bad bunny)",2018-04-13,0.878,0.555,1,-7.639,0,0.202,0.138,1.34e-06,0.151,0.751,88.029,190909
"alguien robo","sebastian yatra",3,"alguien robó",2017-02-10,0.745,0.921,0,-2.674,1,0.082,0.0897,0,0.178,0.651,92.973,223613
"ay vamos","j balvin",2,"ay vamos",2014-07-22,0.717,0.788,8,-3.621,0,0.0972,0.178,0.000131,0.105,0.888,173.934,226840
"obsesionado","farruko",63,"visionary",2015-10-23,0.696,0.876,11,-4.104,0,0.0801,0.0506,0,0.0687,0.669,169.027,211813
"síguelo bailando","ozuna",73,"odisea",2017-08-25,0.855,0.664,9,-7.11,0,0.0607,0.165,3.97e-05,0.0937,0.626,98.015,226800
"hula hoop","daddy yankee",61,"hula hoop",2017-03-03,0.798,0.818,6,-4.628,1,0.0801,0.113,0.00315,0.0942,0.951,176,236493
"falsas mentiras (feat. ozuna)","los de la nazza",58,"orion",2015-08-28,0.637,0.679,6,-4.423,0,0.151,0.0509,0,0.0685,0.621,87.372,269663
"nunca me olvides - remix","yandel",55,"nunca me olvides (remix)",2017-02-10,0.802,0.814,10,-4.087,1,0.0647,0.331,0,0.184,0.586,95.009,220747
"hipnotízame","wisin & yandel",61,"líderes",2012-01-01,0.797,0.828,0,-3.972,1,0.115,0.289,0,0.434,0.572,79.992,243387
"te busco (feat. nicky jam)","cosculluela",58,"blanco perla",2016-10-14,0.743,0.773,9,-4.787,1,0.109,0.202,0,0.0896,0.794,88.95,233667
"nena fichu","farruko",58,"el talento del bloque",2016-02-22,0.691,0.69,9,-5.805,0,0.0482,0.216,0,0.291,0.886,171.967,208274
"noches de aventura","ozuna",64,"odisea",2017-08-25,0.763,0.753,2,-4.554,1,0.152,0.218,0,0.0691,0.641,183.938,236707
"safari","j balvin",71,"energía",2016-06-24,0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.065,205600
"no te vas - remix","nacho",54,"no te vas (remix)",2018-04-03,0.701,0.772,8,-5.458,1,0.184,0.0515,1.1e-06,0.0959,0.801,187.971,226947
"baila conmigo","manuel turizo",53,"baila conmigo",2016-12-07,0.884,0.348,0,-9.248,1,0.145,0.384,9.92e-06,0.0973,0.563,90.023,228040
"como yo le doy - remix","pitbull",1,"latin hits 2014 summer edition - 56 latin smash hits (salsa, bachata, dembow, merengue, reggaeton, urbano, timba, cubaton, kuduro, latin fitness)",2014-06-10,0.766,0.863,7,-3.83,1,0.0801,0.162,0,0.316,0.818,97.966,262250
"peligrosa","j balvin",66,"vibras",2018-05-25,0.769,0.759,6,-4.393,0,0.051,0.0545,0.000628,0.101,0.68,105.993,202347
"gasolina","daddy yankee",76,"barrio fino (bonus track version)",2004-07-13,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,192600
"la nueva y la ex","daddy yankee",0,"king daddy",2013-10-29,0.771,0.941,5,-4.052,1,0.0584,0.0423,0,0.158,0.631,98.996,196933
"dale don dale","don omar",2,"obsesión latina",2004-06-20,0.825,0.852,6,-6.471,0,0.0789,0.0282,0.000264,0.13,0.813,95.028,214354
"culo","pitbull",50,"original hits",2012-05-29,0.858,0.656,6,-4.96,0,0.358,0.114,0,0.141,0.969,59.972,219080
"rompe","daddy yankee",1,"interscope presents: club bangers [international version (explicit)]",2006-01-01,0.754,0.805,11,-5.974,0,0.0416,0.0471,1.6e-05,0.0715,0.475,88.032,186853
"donde estan las gatas (feat. nicky jam)","daddy yankee",68,"alex gargolas greatest hits",2013-07-09,0.836,0.961,7,-2.679,0,0.0635,0.194,0,0.074,0.76,109.957,170006
"ella me levanto","daddy yankee",0,"el cartel: the big boss (explicit version)",2007-06-04,0.759,0.9,2,-4.766,0,0.0643,0.0804,0,0.224,0.76,100.021,209493
"pasarela","daddy yankee",59,"prestige",2012-01-01,0.842,0.893,9,-4.277,1,0.0462,0.104,0,0.289,0.713,121.035,193627
"perros salvajes","daddy yankee",57,"prestige",2012-01-01,0.806,0.804,6,-4.84,0,0.146,0.0615,0,0.115,0.766,88.018,190311
"ella no sigue modas","juan magán",45,"the king of dance",2012-05-14,0.692,0.852,0,-4.587,1,0.0686,0.0093,0.00035,0.0225,0.895,128.026,234000
"verano azul","juan magán",63,"verano azul",2009-01-01,0.887,0.87,2,-5.267,1,0.119,0.0145,0,0.015,0.838,126.047,190560
"pam pam","wisin & yandel",49,"pam pam",2008-01-01,0.866,0.685,10,-6.368,1,0.109,0.126,0,0.237,0.743,95.032,227560
"taboo","don omar",1,"meet the orphans",2010-01-01,0.442,0.884,5,-5.782,1,0.0641,0.0458,0,0.0827,0.813,125.031,292160
"tacata' - radio edit","tacabro",56,"tacata'",NA,0.817,0.853,4,-5.915,1,0.12,0.00868,0,0.35,0.605,126.951,210000
"llamado de emergencia","daddy yankee",1,"talento de barrio",2008-01-01,0.698,0.91,4,-4.407,0,0.0351,0.211,3.46e-06,0.156,0.772,97.985,239920
"que tengo que hacer","daddy yankee",0,"talento de barrio",2008-01-01,0.761,0.893,10,-3.913,0,0.0665,0.0755,6.22e-05,0.321,0.954,108.009,218227
"¿qué tengo que hacer?","daddy yankee",67,"talento de barrio",2008-08-12,0.76,0.893,10,-3.913,0,0.0639,0.0758,8.21e-05,0.321,0.948,107.994,218507
"mayor que yo 3","luny tunes",62,"mayor que yo 3",2015-10-23,0.715,0.964,1,-3.176,0,0.162,0.0985,0,0.291,0.535,91.975,304747
"niña bonita","chino & nacho",1,"mi niña bonita",2009-01-01,0.674,0.924,9,-4.879,1,0.114,0.287,0,0.256,0.644,120.069,217480
"mambo para bailar (feat. arcangel)","fuego",41,"mambo para bailar (feat. arcangel)",2016-01-29,0.817,0.627,1,-12.42,0,0.0567,0.17,0.0288,0.0677,0.932,119.953,210000
"una vaina loca","fuego",0,"una vaina loca",NA,0.797,0.88,5,-4.89,0,0.0425,0.122,0,0.0859,0.664,116.969,262107
"entre la playa ella y yo (feat. vat 18k)","big yamo",0,"entre la playa ella y yo (feat. vato 18k)",2012-02-07,0.752,0.855,8,-3.149,1,0.147,0.461,0,0.351,0.971,84.924,186361
"guaya guaya","don omar",49,"guaya guaya",2014-08-12,0.689,0.872,7,-2.116,1,0.243,0.00661,0.000196,0.136,0.687,183.942,194013
"turn me on","kevin lyttle",65,"turn me on (online music)",2004-03-30,0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,192107
"bata bata 2","latin fresh",0,"plan calle",2006-01-01,0.766,0.86,1,-3.027,1,0.293,0.135,0,0.314,0.91,96.762,208840
"mi vecinita","plan b",58,"mi vecinita",2014-07-19,0.757,0.836,10,-4.435,1,0.0749,0.171,0,0.573,0.87,93.969,183320
"pegao","wisin & yandel",38,"wisin y yandel presentan: los vaqueros",2006-01-01,0.792,0.816,3,-4.751,1,0.254,0.51,0,0.356,0.809,96.038,232493
"super sin capa (remix) [feat. secreto el famoso bibero, lirico en la casa, musicologo & bulova]","el super nuevo",38,"super man sin capa (remix) [feat. secreto el famoso bibero, lirico en la casa, musicologo & bulova]",2018-07-18,0.871,0.739,11,-6.956,1,0.0617,0.0314,3.45e-05,0.124,0.303,115.059,313728
"suavemente","elvis crespo",67,"suavemente...los exitos",2008-07-21,0.809,0.883,8,-2.965,1,0.0689,0.238,0.00234,0.0625,0.918,124.096,266307
"tumba la casa (remix) [feat. daddy yankee, nicky jam, farruko, arcangel, de la ghetto, zion & Ñengo flow]","alexio",61,"tumba la casa (remix) [feat. daddy yankee, nicky jam, farruko, arcangel, de la ghetto, zion & Ñengo flow]",2015-08-15,0.774,0.654,1,-6.932,1,0.234,0.192,0,0.303,0.846,166.001,477675
"hasta abajo","kevin roldan",69,"hasta abajo",2019-07-26,0.702,0.669,5,-5.103,1,0.368,0.284,0,0.33,0.638,169.914,229947
"mi error","eladio carrion",68,"mi error",2019-02-07,0.565,0.629,7,-5.516,1,0.0595,0.37,0,0.217,0.344,167.961,215133
"ontas?","alex rose",58,"ontas?",2019-05-10,0.727,0.659,1,-5.02,1,0.102,0.335,2.12e-06,0.0833,0.693,179.961,217834
"recuerdos","juhn",66,"recuerdos",2019-02-01,0.774,0.625,6,-4.703,1,0.222,0.351,8.18e-06,0.0721,0.446,174.117,221067
"sígueme - remix","feid",66,"19",2019-05-17,0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813
"la carta","jamby el favo",62,"la carta",2018-12-14,0.447,0.625,3,-8.053,1,0.333,0.902,0,0.108,0.864,85.129,149547
"no","milly",61,"no",2019-06-14,0.726,0.684,7,-5.026,1,0.128,0.262,5.79e-05,0.282,0.567,98.172,245987
"no es justo","xcelencia",50,"no es justo",2019-11-22,0.809,0.866,6,-4.674,1,0.127,0.539,0.000279,0.0973,0.603,95.067,154105
"todos ven","alex rose",64,"todos ven",2019-10-25,0.827,0.593,5,-6.747,0,0.114,0.794,2.17e-06,0.0612,0.514,91.052,193880
"shorty","jerry di",57,"shorty",2019-07-19,0.925,0.752,6,-4.523,0,0.153,0.0149,0,0.0706,0.743,96.966,184733
"lloras","cauty",56,"lloras",2019-10-23,0.83,0.62,6,-4.241,1,0.0481,0.226,0.000656,0.0775,0.827,92.047,193444
"repetirlo","diamond la mafia",44,"repetirlo",2019-08-12,0.801,0.688,10,-4.276,1,0.107,0.163,0,0.131,0.426,100.045,193776
"sigue bailandome","yannc",72,"sigue bailandome",2018-10-19,0.799,0.69,7,-7.252,1,0.1,0.282,0.001,0.143,0.682,106.034,352442
"no me equivoqué","lenny tavárez",63,"no me equivoqué",2018-12-14,0.752,0.698,11,-5.775,1,0.211,0.263,0,0.189,0.587,173.974,192333
"luz apaga","ozuna",69,"luz apaga",2018-11-16,0.611,0.791,1,-3.558,1,0.173,0.19,3.02e-06,0.12,0.658,192.07,245000
"noche loca remix","oken",61,"noche loca remix",2018-12-21,0.812,0.636,9,-7.3,1,0.0629,0.0747,1.17e-05,0.192,0.477,97.99,399817
"somos panas","dejota2021",48,"somos panas",2019-05-08,0.857,0.481,10,-7.919,0,0.151,0.222,0.0049,0.161,0.609,101.014,227541
"reset","lagos",48,"reset",2019-07-19,0.702,0.788,9,-4.433,0,0.0748,0.244,0,0.104,0.53,100.023,188700
"no podemos - remix","ele a el dominio",62,"no podemos (remix)",2019-05-10,0.866,0.438,1,-11.24,1,0.456,0.126,7.07e-05,0.131,0.669,99.978,240000
"bésame","gian varela",48,"bésame",2019-04-25,0.874,0.521,11,-8.727,0,0.215,0.335,1.19e-06,0.0976,0.421,98.006,171844
"me enredas","leebrian",37,"me enredas",2019-04-02,0.84,0.453,9,-8.011,1,0.086,0.736,0.0125,0.105,0.633,160.029,159000
"lluvia","genio",38,"musa",2019-11-22,0.656,0.671,7,-7.15,0,0.386,0.376,0,0.302,0.682,175.777,217499
"mimosas","latenightjiggy",53,"flavors - ep",2019-08-30,0.585,0.746,11,-5.108,0,0.309,0.089,0,0.0697,0.459,177.738,185002
"darte remix","alex rose",71,"darte remix",2018-07-27,0.81,0.631,4,-6.541,0,0.0938,0.144,1.32e-06,0.451,0.573,154.976,512093
"necesito","kbm",25,"necesito",2019-06-21,0.715,0.703,11,-7.627,0,0.36,0.393,1.17e-06,0.111,0.461,193.808,183091
